County,Alfa Romeo Tonale,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi Q4 Sportback e-tron,Audi Q4 e-tron,Audi Q5 Plug In,Audi Q8 Sportback e-tron,Audi Q8 e-tron,Audi RS e-tron GT,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW X3,BMW X5,BMW XM,BMW i3,BMW i3 REx,BMW i4,BMW i5,BMW i7,BMW i8,BMW iX,BYD 8TT,Bentley Bentayga Hybrid,Bentley Flying Spur Hybrid,BrightDrop EV600,Cadillac CT6,Cadillac ELR,Cadillac Lyriq,Chevrolet Blazer EV,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Silverado EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,Dodge Hornet,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Fisker Ocean,Ford C-Max Energi,Ford E-Transit,Ford Escape Plug-in Hybrid,Ford F-150 Lightning,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,Freightliner eCascadia,GEM NEV,GMC Hummer EV Pickup,GMC Hummer EV SUV,Genesis G80 EV,Genesis GV60 EV,Genesis GV70 EV,Gillig Battery Electric Bus,GreenPower EV Star,Honda Accord Plug In,Honda Clarity Plug In,Hyundai Ioniq 5,Hyundai Ioniq 6,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,IC Bus CE Electric Bus,International MV60E,Jaguar I-PACE,Jaguar I-Pace,Jeep Grand Cherokee Plug In,Jeep Wrangler 4xe,Karma Revero,Kia EV6,Kia EV9,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorento Plug In,Kia Soul EV,Kia Sportage Plug-In,Land Rover Range Rover Plug In,Lexus NX 450h+,Lexus RZ 450e,Lexus TX 500h,Lincoln Aviator Plug In,Lincoln Corsair,Lion LionC Bus,Lucid Air,Mazda CX-90,Mazda MX-30,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQB,Mercedes EQE,Mercedes EQE SUV,Mercedes EQS,Mercedes EQS SUV,Mercedes GLC 350e Hybrid,Mercedes GLE 450e,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Mercedes S580e,Miles ZX40ST,Mini Cooper SE Countryman,Mini Cooper SE Hardtop 2 Door,Mitsubishi Outlander Plug In,Mitsubishi i,New Flyer Xcelsior CHARGE,Nissan Ariya,Nissan Leaf,Peterbilt 220EV,Peterbilt 579EV,Polestar 1,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Panamera Turbo S E-Hybrid,Porsche Taycan,Rivian EDV,Rivian R1S,Rivian R1T,Rolls Royce Spectre,Smart EQ ForTwo,Smart forTwo EV,Smart forTwo EV Cabrio,Smith EV,Subaru Crosstrek Hybrid,Subaru Solterra,Tesla Cybertruck,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Tesla Semi,Toyota BZ4X,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,VinFast VF 8,Volkswagen ID.4,Volkswagen e-Golf,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo Trucks VNR Electric Truck,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug-In,Volvo XC90 Plug-In,Wheego Life,Xos MDXT,Xos SV,Grand Total
Galveston,2.0,,,,1.0,5.0,9.0,,7.0,,14.0,3.0,2.0,15.0,13.0,,1.0,27.0,,10.0,8.0,25.0,2.0,2.0,5.0,12.0,,,,,2.0,2.0,45.0,2.0,19.0,51.0,,1.0,53.0,25.0,,1.0,,1.0,3.0,,,17.0,11.0,7.0,50.0,,24.0,68.0,,4.0,,3.0,2.0,8.0,,3.0,,,,,11.0,26.0,8.0,3.0,1.0,6.0,,1.0,,,,,3.0,18.0,86.0,,19.0,15.0,19.0,10.0,1.0,2.0,2.0,5.0,1.0,4.0,3.0,,8.0,9.0,,14.0,8.0,,,,2.0,6.0,1.0,11.0,21.0,,,4.0,,4.0,,,,1.0,5.0,8.0,,,4.0,29.0,,,,7.0,,7.0,5.0,,21.0,269.0,19.0,21.0,,,2.0,1.0,,,7.0,28.0,516.0,174.0,87.0,576.0,,,8.0,7.0,32.0,,24.0,,46.0,2.0,4.0,3.0,3.0,,,8.0,7.0,8.0,,,,2836.0
Garza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Gillespie,,,,,,,1.0,,,,1.0,1.0,,,,,,2.0,,2.0,,,,,2.0,,,,,,,,,1.0,2.0,3.0,,,4.0,3.0,,,,,,,,1.0,,3.0,7.0,,3.0,4.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,3.0,,1.0,,,,,1.0,,,2.0,,,,3.0,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,3.0,,,,,1.0,,,,,,,1.0,,1.0,,3.0,5.0,,,,,,,,2.0,34.0,10.0,13.0,29.0,,,1.0,,2.0,,3.0,,2.0,,1.0,,,,,,2.0,1.0,,,,174.0
Goliad,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,5.0
Gonzales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,2.0,5.0,1.0,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,30.0
Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,1.0,4.0,,,,,,,2.0,,,,,,,,,,,,,,,31.0
Grayson,,,,,1.0,1.0,3.0,,1.0,,3.0,,,1.0,5.0,,,2.0,,2.0,4.0,3.0,2.0,,,,,,,,,,6.0,2.0,14.0,19.0,,1.0,23.0,19.0,,,,,2.0,1.0,,10.0,,1.0,9.0,1.0,20.0,25.0,,,,,3.0,1.0,,1.0,,,,,5.0,4.0,,1.0,2.0,,1.0,,2.0,,,,1.0,9.0,26.0,,10.0,2.0,6.0,3.0,,2.0,,,,,,,4.0,1.0,,2.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,3.0,,,6.0,17.0,,,,2.0,,2.0,1.0,,1.0,,5.0,2.0,,,,,,,2.0,10.0,146.0,38.0,10.0,120.0,,,,2.0,10.0,,4.0,,6.0,,,,1.0,,,1.0,1.0,3.0,,,,663.0
Gregg,,,,,,,,,,,1.0,,,2.0,5.0,,,6.0,,,1.0,1.0,,1.0,1.0,2.0,,,,,1.0,,5.0,2.0,5.0,8.0,,,12.0,8.0,,1.0,,,1.0,,,2.0,,1.0,9.0,,8.0,19.0,,,,,3.0,1.0,,,,,,,3.0,,,,,,,,,,,,,11.0,18.0,,4.0,,5.0,1.0,,2.0,,,,,,,2.0,,,2.0,3.0,,,,,,,2.0,,,,,,,,,,,,11.0,,,,6.0,,,,,,2.0,1.0,,3.0,,,2.0,,,2.0,,,1.0,,4.0,75.0,23.0,10.0,65.0,,,2.0,,7.0,,6.0,,4.0,,,1.0,,,,,2.0,6.0,,,,392.0
Grimes,,,,,,1.0,,,,,,,1.0,1.0,,,,2.0,,3.0,,,,,,,,,,,,,1.0,,1.0,4.0,,,2.0,1.0,,,,,,,,,,,2.0,,1.0,3.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,10.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,15.0,4.0,5.0,20.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,93.0
Guadalupe,1.0,1.0,,,,6.0,6.0,,4.0,,6.0,5.0,3.0,9.0,6.0,2.0,1.0,10.0,,2.0,3.0,6.0,1.0,,1.0,2.0,,,,,,,14.0,3.0,14.0,19.0,,,27.0,20.0,,,,,2.0,,1.0,3.0,,6.0,24.0,1.0,14.0,41.0,,,,,2.0,,,,1.0,,,,3.0,11.0,2.0,,1.0,2.0,1.0,,,,,,1.0,8.0,29.0,,3.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,6.0,1.0,,3.0,1.0,,,1.0,,,4.0,3.0,4.0,,1.0,1.0,,,,,,1.0,1.0,8.0,1.0,,3.0,20.0,,,,4.0,,3.0,,,1.0,,6.0,5.0,,,2.0,,,1.0,3.0,13.0,266.0,63.0,31.0,256.0,,,1.0,4.0,14.0,,10.0,,14.0,2.0,2.0,,1.0,,1.0,2.0,3.0,8.0,,,,1113.0
Hale,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,5.0,2.0,,,,,,,,,,1.0,10.0,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,4.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,3.0,3.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,47.0
Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,5.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,19.0
Hansford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0
Hardeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0
Hardin,,,,,,,,,,,,,,4.0,3.0,,,1.0,,,,1.0,,,1.0,,,,,,,,3.0,1.0,,1.0,,,3.0,1.0,,,,,,,,,,1.0,3.0,,3.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,7.0,,4.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,29.0,4.0,4.0,16.0,,,,,5.0,,3.0,,1.0,,,,,,,,1.0,1.0,,,,119.0
Harris,36.0,40.0,7.0,4.0,44.0,153.0,155.0,2.0,190.0,9.0,317.0,116.0,91.0,211.0,231.0,26.0,45.0,379.0,24.0,162.0,155.0,378.0,74.0,47.0,90.0,241.0,,5.0,3.0,,11.0,36.0,432.0,50.0,569.0,717.0,31.0,22.0,514.0,432.0,1.0,2.0,,5.0,36.0,7.0,39.0,137.0,134.0,123.0,535.0,8.0,279.0,859.0,,2.0,,12.0,44.0,63.0,38.0,28.0,31.0,,,4.0,150.0,457.0,182.0,14.0,17.0,170.0,4.0,9.0,4.0,10.0,1.0,1.0,51.0,385.0,976.0,8.0,292.0,94.0,152.0,89.0,8.0,44.0,17.0,43.0,36.0,49.0,63.0,1.0,88.0,31.0,,122.0,96.0,1.0,1.0,5.0,6.0,210.0,85.0,206.0,376.0,17.0,25.0,81.0,12.0,12.0,,8.0,1.0,21.0,76.0,77.0,9.0,,184.0,585.0,,,2.0,145.0,4.0,210.0,95.0,1.0,497.0,1016.0,546.0,261.0,13.0,,16.0,1.0,,10.0,74.0,259.0,9563.0,2525.0,1768.0,9631.0,9.0,,114.0,66.0,335.0,2.0,236.0,,660.0,27.0,57.0,43.0,10.0,,8.0,121.0,216.0,378.0,,,,43017.0
Harrison,,1.0,,,,1.0,,,,,,,,,1.0,,,3.0,,2.0,2.0,,,,,1.0,,,,,,,,2.0,,1.0,,,3.0,5.0,,,,,1.0,,,,,,3.0,,4.0,5.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,9.0,,,,,1.0,,,,,,,,,3.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,5.0,,,,,,1.0,,,,,,1.0,,,,,,,,,25.0,15.0,9.0,23.0,1.0,,1.0,1.0,6.0,,3.0,,1.0,,,,,,,,1.0,2.0,,,,151.0
Hartley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Haskell,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,6.0
Hays,3.0,6.0,,,3.0,10.0,20.0,,8.0,,23.0,6.0,9.0,17.0,24.0,,7.0,48.0,2.0,10.0,17.0,42.0,5.0,,6.0,12.0,,,1.0,,1.0,1.0,19.0,5.0,47.0,69.0,,4.0,94.0,55.0,,1.0,,1.0,3.0,,4.0,19.0,2.0,15.0,52.0,,39.0,92.0,,,,1.0,2.0,3.0,,2.0,1.0,,,,26.0,50.0,15.0,,4.0,11.0,1.0,2.0,,,,,2.0,14.0,72.0,,23.0,7.0,15.0,21.0,2.0,6.0,5.0,5.0,,5.0,1.0,,10.0,7.0,,3.0,14.0,,,,1.0,9.0,4.0,2.0,7.0,,1.0,2.0,1.0,1.0,,,,4.0,6.0,7.0,1.0,,12.0,71.0,,,,20.0,,8.0,3.0,,22.0,59.0,58.0,52.0,,,1.0,,,2.0,7.0,36.0,822.0,194.0,116.0,863.0,1.0,,9.0,13.0,51.0,1.0,37.0,,58.0,6.0,5.0,3.0,1.0,1.0,2.0,9.0,17.0,43.0,,,,3781.0
Hemphill,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,6.0
Henderson,1.0,1.0,,,,,1.0,,1.0,,1.0,,,2.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,2.0,2.0,4.0,5.0,,,10.0,3.0,,,,,,,,4.0,,1.0,5.0,,7.0,6.0,,,,,,1.0,,,,,,,4.0,,1.0,,,,,1.0,,,,,,2.0,9.0,,2.0,,2.0,,,,,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,1.0,,1.0,,,1.0,,2.0,1.0,,,,,,,,3.0,37.0,23.0,4.0,18.0,,,,,7.0,1.0,5.0,,3.0,,,,1.0,,,,1.0,2.0,,,,206.0
Hidalgo,3.0,1.0,,,3.0,11.0,10.0,,9.0,1.0,12.0,4.0,,29.0,16.0,5.0,1.0,24.0,4.0,9.0,11.0,36.0,5.0,1.0,10.0,20.0,,,,,2.0,3.0,64.0,21.0,20.0,31.0,,2.0,43.0,38.0,,6.0,,1.0,4.0,1.0,2.0,11.0,6.0,16.0,93.0,2.0,14.0,109.0,1.0,,,2.0,7.0,33.0,,,1.0,,,,8.0,35.0,31.0,,,5.0,,,,,,1.0,2.0,110.0,238.0,,25.0,3.0,4.0,8.0,,1.0,1.0,5.0,5.0,5.0,13.0,1.0,7.0,3.0,,8.0,9.0,,,3.0,,4.0,4.0,7.0,17.0,,1.0,7.0,,,,,,2.0,2.0,8.0,,,20.0,24.0,,,,6.0,,10.0,7.0,,16.0,,10.0,9.0,1.0,,3.0,,,,2.0,22.0,661.0,117.0,109.0,600.0,,,10.0,7.0,28.0,,16.0,,31.0,,5.0,3.0,,,,2.0,21.0,31.0,,,,3112.0
Hill,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,2.0,3.0,,,5.0,2.0,,,,,,1.0,,2.0,1.0,,,,3.0,4.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,2.0,6.0,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,19.0,4.0,3.0,16.0,,,,,6.0,,2.0,,,,,,,,,,,1.0,,,,102.0
Hockley,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,26.0
Hood,,1.0,,,,1.0,4.0,,1.0,,2.0,,2.0,2.0,3.0,,,7.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,4.0,1.0,3.0,12.0,,,6.0,4.0,,,,,3.0,,1.0,4.0,,4.0,6.0,,8.0,7.0,,,,,,2.0,,,,,,,,9.0,2.0,,,1.0,1.0,1.0,,,,,,2.0,21.0,,9.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,,5.0,1.0,,,1.0,,,,,,,,2.0,,,1.0,,,,,,1.0,,,,,4.0,10.0,,,,1.0,,,,,1.0,,7.0,2.0,,,1.0,,,,1.0,5.0,76.0,22.0,8.0,58.0,,,1.0,,7.0,,3.0,,3.0,,,,1.0,,,3.0,3.0,6.0,1.0,,,385.0
Hopkins,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,4.0,,,3.0,3.0,,,,,,,,,,1.0,1.0,,3.0,2.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,2.0,,,,,,,,,,28.0,4.0,3.0,12.0,,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,1.0,,,,88.0
Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,19.0
Howard,,,,,,,,,,,,,,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,1.0,,,,,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,10.0,,,1.0,2.0,5.0,,,,,,,1.0,,,,,,1.0,,,,57.0
Hudspeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Hunt,,,,,,,1.0,,,,,,,2.0,,,,1.0,,,3.0,,,,,,,,,,,,4.0,4.0,6.0,21.0,,1.0,18.0,8.0,,,,,1.0,,,3.0,1.0,1.0,4.0,,9.0,18.0,,,,,2.0,,,,,,,,2.0,4.0,1.0,,,,,,,,,,,2.0,15.0,,3.0,,3.0,2.0,,,,,,,,,2.0,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,1.0,,,1.0,7.0,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,2.0,2.0,102.0,16.0,7.0,64.0,,,1.0,,11.0,,1.0,,6.0,1.0,,,,,,,1.0,,,,,374.0
Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,2.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,24.0
Irion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
Jack,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,12.0
Jackson,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,13.0
Jasper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,,2.0,6.0,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,39.0
Jeff Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,13.0
Jefferson,,1.0,,,,2.0,3.0,,,,1.0,,,1.0,3.0,,,9.0,,2.0,4.0,,,1.0,2.0,1.0,,,,,,2.0,9.0,1.0,22.0,8.0,,,14.0,13.0,,,,,1.0,,,2.0,2.0,4.0,9.0,,7.0,5.0,,,,1.0,3.0,2.0,,,1.0,,,,3.0,3.0,2.0,,,1.0,,,,,,,1.0,6.0,13.0,,11.0,1.0,3.0,,1.0,,,2.0,1.0,1.0,,,6.0,1.0,,1.0,,,,,,,2.0,4.0,7.0,,1.0,,,,,,,,,1.0,,,2.0,8.0,,,,,,1.0,1.0,,,,6.0,2.0,,,,,,,1.0,7.0,118.0,37.0,27.0,119.0,,,3.0,1.0,5.0,,7.0,1.0,6.0,,1.0,,1.0,,,2.0,2.0,3.0,,,,569.0
Jim Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0
Jim Wells,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,3.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,10.0,3.0,2.0,5.0,,,1.0,,,,,,4.0,,,,,,,,,,,,,53.0
Johnson,,1.0,1.0,,,1.0,1.0,,1.0,,3.0,,,5.0,4.0,,,2.0,,,1.0,9.0,1.0,,2.0,2.0,,,,,,2.0,4.0,4.0,6.0,12.0,1.0,,27.0,17.0,,,,,4.0,,1.0,10.0,2.0,7.0,22.0,,13.0,49.0,,,,1.0,1.0,3.0,,,,,,,4.0,12.0,7.0,,,,,,,,,,2.0,5.0,34.0,,11.0,1.0,4.0,5.0,,,1.0,1.0,,,1.0,,4.0,,,1.0,5.0,,,1.0,1.0,4.0,1.0,2.0,2.0,,,2.0,1.0,,,,,1.0,1.0,5.0,1.0,,8.0,18.0,,,,1.0,,1.0,3.0,,7.0,9.0,7.0,8.0,1.0,,2.0,,,,2.0,10.0,261.0,51.0,36.0,169.0,,,2.0,1.0,15.0,,5.0,,17.0,1.0,1.0,,1.0,,,,3.0,3.0,,,,983.0
Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,18.0
